Year,Town,Census Units,Government Assisted,Tenant Rental Assistance, Single Family CHFA/ USDA Mortgages,Deed Restricted Units,Total Assisted Units,Percent Affordable
2020,Andover,1317,18,1,32,0,51,3.87
2020,Ansonia,8148,349,764,147,0,1260,15.46
2020,Ashford,1903,32,0,36,0,68,3.57
2020,Avon,7389,244,16,44,0,304,4.11
2020,Barkhamsted,1589,0,6,23,0,29,1.83
2020,Beacon Falls,2509,0,4,46,0,50,1.99
2020,Berlin,8140,556,50,142,4,752,9.24
2020,Bethany,2044,0,2,13,0,15,0.73
2020,Bethel,7310,192,26,154,87,459,6.28
2020,Bethlehem,1575,24,0,9,0,33,2.1
2020,Bloomfield,9019,558,106,341,0,1005,11.14
2020,Bolton,2015,0,2,28,0,30,1.49
2020,Bozrah,1059,0,3,30,0,33,3.12
2020,Branford,13972,233,77,170,9,489,3.5
2020,Bridgeport,57012,6505,4353,900,19,11777,20.66
2020,Bridgewater,881,0,24,1,0,25,2.84
2020,Bristol,27011,1908,962,1124,0,3994,14.79
2020,Brookfield,6562,155,27,110,77,369,5.62
2020,Brooklyn,3235,189,9,65,0,263,8.13
2020,Burlington,3389,27,0,47,0,74,2.18
2020,Canaan,779,1,4,5,1,11,1.41
2020,Canterbury,2043,76,1,68,0,145,7.1
2020,Canton,4339,211,15,53,32,311,7.17
2020,Chaplin,988,0,1,37,0,38,3.85
2020,Cheshire,10424,258,22,100,17,397,3.81
2020,Chester,1923,23,3,16,0,42,2.18
2020,Clinton,6065,105,8,66,0,179,2.95
2020,Colchester,6182,364,38,146,4,552,8.93
2020,Colebrook,722,0,1,7,1,9,1.25
2020,Columbia,2308,24,2,62,0,88,3.81
2020,Cornwall,1007,28,2,6,0,36,3.57
2020,Coventry,5099,103,5,131,20,259,5.08
2020,Cromwell,6001,212,11,198,0,421,7.02
2020,Danbury,31154,1615,1269,565,289,3738,12
2020,Darien,7074,136,10,2,104,252,3.56
2020,Deep River,2096,26,6,32,0,64,3.05
2020,Derby,5849,275,301,111,0,687,11.75
2020,Durham,2694,36,1,28,0,65,2.41
2020,East Granby,2152,72,2,48,0,122,5.67
2020,East Haddam,4508,73,3,63,0,139,3.08
2020,East Hampton,5485,70,6,91,25,192,3.5
2020,East Hartford,21328,1593,815,1035,0,3443,16.14
2020,East Haven,12533,542,168,302,0,1012,8.07
2020,East Lyme,8458,396,20,95,19,530,6.27
2020,East Windsor,5045,559,42,116,0,717,14.21
2020,Eastford,793,0,0,15,0,15,1.89
2020,Easton,2715,0,0,3,15,18,0.66
2020,Ellington,6665,260,5,118,0,383,5.75
2020,Enfield,17558,1340,227,659,7,2233,12.72
2020,Essex,3261,58,2,17,16,93,2.85
2020,Fairfield,21648,231,131,70,124,556,2.57
2020,Farmington,11106,470,107,149,155,881,7.93
2020,Franklin,771,27,2,20,0,49,6.36
2020,Glastonbury,13656,604,44,133,2,783,5.73
2020,Goshen,1664,1,1,5,0,7,0.42
2020,Granby,4360,85,2,51,5,143,3.28
2020,Greenwich,25631,879,443,16,33,1371,5.35
2020,Griswold,5118,137,54,158,0,349,6.82
2020,Groton,17978,3727,107,377,10,4221,23.48
2020,Guilford,9596,186,10,34,0,230,2.4
2020,Haddam,3504,22,1,31,0,54,1.54
2020,Hamden,25114,937,788,523,4,2252,8.97
2020,Hampton,793,0,1,11,0,12,1.51
2020,Hartford,51822,10501,8635,1523,0,20659,39.87
2020,Hartland,856,2,0,8,0,10,1.17
2020,Harwinton,2282,22,5,36,5,68,2.98
2020,Hebron,3567,56,3,51,0,110,3.08
2020,Kent,1665,58,4,5,0,67,4.02
2020,Killingly,7592,520,147,188,0,855,11.26
2020,Killingworth,2598,0,0,18,5,23,0.89
2020,Lebanon,3125,26,3,84,0,113,3.62
2020,Ledyard,5987,32,8,233,0,273,4.56
2020,Lisbon,1730,2,0,59,0,61,3.53
2020,Litchfield,3975,140,2,28,19,189,4.75
2020,Lyme,1223,0,0,5,8,13,1.06
2020,Madison,8049,90,2,11,33,136,1.69
2020,Manchester,25996,1851,950,964,32,3797,14.61
2020,Mansfield,6017,175,124,96,2,397,6.6
2020,Marlborough,2389,24,0,24,0,48,2.01
2020,Meriden,25892,1964,1270,1029,11,4274,16.51
2020,Middlebury,2892,77,5,25,20,127,4.39
2020,Middlefield,1863,30,3,21,1,55,2.95
2020,Middletown,21223,3019,1123,543,25,4710,22.19
2020,Milford,23074,726,208,192,74,1200,5.2
2020,Monroe,6918,35,3,54,8,100,1.45
2020,Montville,7407,81,58,267,0,406,5.48
2020,Morris,1314,20,4,8,0,32,2.44
2020,Naugatuck,13061,493,315,367,0,1175,9
2020,New Britain,31226,2913,1583,1167,100,5763,18.46
2020,New Canaan,7551,175,21,5,21,222,2.94
2020,New Fairfield,5593,0,1,67,17,85,1.52
2020,New Hartford,2923,12,4,55,15,86,2.94
2020,New Haven,54967,9511,6867,982,440,17800,32.38
2020,New London,11840,1598,510,509,101,2718,22.96
2020,New Milford,11731,307,44,182,17,550,4.69
2020,Newington,13011,531,122,479,36,1168,8.98
2020,Newtown,10061,134,7,95,32,268,2.66
2020,Norfolk,967,21,2,5,0,28,2.9
2020,North Branford,5629,62,13,52,0,127,2.26
2020,North Canaan,1587,148,0,14,0,162,10.21
2020,North Haven,9491,393,53,97,23,566,5.96
2020,North Stonington,2306,0,1,27,6,34,1.47
2020,Norwalk,35415,2242,1468,437,635,4782,13.5
2020,Norwich,18659,2249,794,567,0,3610,19.35
2020,Old Lyme,5021,60,2,20,3,85,1.69
2020,Old Saybrook,5602,50,15,25,73,163,2.91
2020,Orange,5345,46,9,12,6,73,1.37
2020,Oxford,4746,36,2,31,0,69,1.45
2020,Plainfield,6229,377,190,224,0,791,12.7
2020,Plainville,8063,205,41,306,22,574,7.12
2020,Plymouth,5109,178,21,196,0,395,7.73
2020,Pomfret,1684,32,5,13,0,50,2.97
2020,Portland,4077,185,94,70,0,349,8.56
2020,Preston,2019,40,7,40,0,87,4.31
2020,Prospect,3474,0,6,56,0,62,1.78
2020,Putnam,4299,383,64,77,0,524,12.19
2020,Redding,3811,0,1,17,0,18,0.47
2020,Ridgefield,9420,175,7,36,69,287,3.05
2020,Rocky Hill,8843,235,52,194,0,481,5.44
2020,Roxbury,1167,19,0,5,0,24,2.06
2020,Salem,1635,0,3,34,0,37,2.26
2020,Salisbury,2593,24,2,2,14,42,1.62
2020,Scotland,680,0,1,31,0,32,4.71
2020,Seymour,6968,262,28,113,0,403,5.78
2020,Sharon,1775,32,1,3,0,36,2.03
2020,Shelton,16146,254,45,137,82,518,3.21
2020,Sherman,1831,0,1,7,0,8,0.44
2020,Simsbury,9123,289,60,98,0,447,4.9
2020,Somers,3479,146,9,35,0,190,5.46
2020,South Windsor,10243,443,55,232,9,739,7.21
2020,Southbury,9091,90,6,41,0,137,1.51
2020,Southington,17447,499,63,354,51,967,5.54
2020,Sprague,1248,20,13,27,1,61,4.89
2020,Stafford,5124,257,22,127,0,406,7.92
2020,Stamford,50573,4225,1971,450,1270,7916,15.65
2020,Sterling,1511,0,7,24,0,31,2.05
2020,Stonington,9467,441,16,97,0,554,5.85
2020,Stratford,21091,524,460,373,33,1390,6.59
2020,Suffield,5469,296,5,51,15,367,6.71
2020,Thomaston,3276,104,6,98,0,208,6.35
2020,Thompson,4171,151,13,48,0,212,5.08
2020,Tolland,5451,127,5,103,3,238,4.37
2020,Torrington,16761,908,322,547,17,1794,10.7
2020,Trumbull,13157,315,19,97,303,734,5.58
2020,Union,388,0,0,5,0,5,1.29
2020,Vernon,13896,1509,461,386,12,2368,17.04
2020,Voluntown,1127,20,1,24,0,45,3.99
2020,Wallingford,18945,354,129,328,35,846,4.47
2020,Warren,811,0,0,1,0,1,0.12
2020,Washington,2124,14,2,4,23,43,2.02
2020,Waterbury,47991,5344,3123,1751,21,10239,21.34
2020,Waterford,8634,123,30,266,0,419,4.85
2020,Watertown,9096,205,32,229,0,466,5.12
2020,West Hartford,26396,643,854,372,250,2119,8.03
2020,West Haven,22446,1024,1868,439,0,3331,14.84
2020,Westbrook,3937,140,5,30,29,204,5.18
2020,Weston,3674,0,2,6,0,8,0.22
2020,Westport,10399,265,60,4,58,387,3.72
2020,Wethersfield,11677,705,114,293,0,1112,9.52
2020,Willington,2637,160,5,37,0,202,7.66
2020,Wilton,6475,158,6,17,51,232,3.58
2020,Winchester,5613,350,167,92,0,609,10.85
2020,Windham,9570,1763,617,363,0,2743,28.66
2020,Windsor,11767,154,258,453,26,891,7.57
2020,Windsor Locks,5429,297,156,243,0,696,12.82
2020,Wolcott,6276,313,9,184,0,506,8.06
2020,Woodbridge,3478,30,8,6,0,44,1.27
2020,Woodbury,4564,60,3,28,0,91,1.99
2020,Woodstock,3582,24,0,32,0,56,1.56
2019,Andover,1317,18,1,29,0,48,3.64
2019,Ansonia,8148,349,752,140,9,1250,15.34
2019,Ashford,1903,32,0,35,0,67,3.52
2019,Avon,7389,244,13,43,0,300,4.06
2019,Barkhamsted,1589,0,6,20,0,26,1.64
2019,Beacon Falls,2509,0,3,46,0,49,1.95
2019,Berlin,8140,556,54,138,10,758,9.31
2019,Bethany,2044,0,2,12,0,14,0.68
2019,Bethel,7310,152,27,157,78,414,5.66
2019,Bethlehem,1575,24,1,9,0,34,2.16
2019,Bloomfield,9019,558,99,341,0,998,11.07
2019,Bolton,2015,0,1,28,0,29,1.44
2019,Bozrah,1059,0,3,30,0,33,3.12
2019,Branford,13972,233,60,176,0,469,3.36
2019,Bridgeport,57012,6395,4301,916,19,11631,20.4
2019,Bridgewater,881,0,0,1,0,1,0.11
2019,Bristol,27011,1908,884,1102,0,3894,14.42
2019,Brookfield,6562,155,23,111,77,366,5.58
2019,Brooklyn,3235,189,9,70,0,268,8.28
2019,Burlington,3389,27,0,44,0,71,2.1
2019,Canaan,779,1,4,4,1,10,1.28
2019,Canterbury,2043,76,1,64,0,141,6.9
2019,Canton,4339,211,17,49,32,309,7.12
2019,Chaplin,988,0,0,36,0,36,3.64
2019,Cheshire,10424,258,22,97,17,394,3.78
2019,Chester,1923,23,3,16,0,42,2.18
2019,Clinton,6065,105,8,58,0,171,2.82
2019,Colchester,6182,364,35,146,4,549,8.88
2019,Colebrook,722,0,1,6,1,8,1.11
2019,Columbia,2308,24,2,63,0,89,3.86
2019,Cornwall,1007,28,2,3,0,33,3.28
2019,Coventry,5099,103,5,133,20,261,5.12
2019,Cromwell,6001,212,8,197,0,417,6.95
2019,Danbury,31154,1590,1254,571,296,3711,11.91
2019,Darien,7074,136,11,2,104,253,3.58
2019,Deep River,2096,26,5,30,0,61,2.91
2019,Derby,5849,275,281,110,0,666,11.39
2019,Durham,2694,36,1,27,0,64,2.38
2019,East Granby,2152,72,1,43,0,116,5.39
2019,East Haddam,4508,73,5,59,0,137,3.04
2019,East Hampton,5485,70,5,86,25,186,3.39
2019,East Hartford,21328,1592,869,1030,0,3491,16.37
2019,East Haven,12533,542,152,313,0,1007,8.03
2019,East Lyme,8458,396,20,90,19,525,6.21
2019,East Windsor,5045,559,43,105,0,707,14.01
2019,Eastford,793,0,0,16,0,16,2.02
2019,Easton,2715,0,0,2,15,17,0.63
2019,Ellington,6665,260,5,107,0,372,5.58
2019,Enfield,17558,1340,219,652,7,2218,12.63
2019,Essex,3261,58,4,21,16,99,3.04
2019,Fairfield,21648,231,115,63,126,535,2.47
2019,Farmington,11106,470,107,143,155,875,7.88
2019,Franklin,771,27,1,16,0,44,5.71
2019,Glastonbury,13656,604,44,131,2,781,5.72
2019,Goshen,1664,1,0,4,0,5,0.3
2019,Granby,4360,85,1,47,5,138,3.17
2019,Greenwich,25631,863,459,16,33,1371,5.35
2019,Griswold,5118,137,53,165,0,355,6.94
2019,Groton,17978,3727,99,376,10,4212,23.43
2019,Guilford,9596,186,10,35,0,231,2.41
2019,Haddam,3504,22,1,27,0,50,1.43
2019,Hamden,25114,937,725,512,4,2178,8.67
2019,Hampton,793,0,1,13,0,14,1.77
2019,Hartford,51822,10394,8474,1514,0,20382,39.33
2019,Hartland,856,2,0,4,0,6,0.7
2019,Harwinton,2282,22,4,33,0,59,2.59
2019,Hebron,3567,56,3,44,0,103,2.89
2019,Kent,1665,58,4,5,0,67,4.02
2019,Killingly,7592,520,147,201,0,868,11.43
2019,Killingworth,2598,0,0,19,5,24,0.92
2019,Lebanon,3125,26,3,83,0,112,3.58
2019,Ledyard,5987,32,7,225,0,264,4.41
2019,Lisbon,1730,2,0,60,0,62,3.58
2019,Litchfield,3975,140,2,25,19,186,4.68
2019,Lyme,1223,0,0,4,8,12,0.98
2019,Madison,8049,90,2,11,33,136,1.69
2019,Manchester,25996,1851,962,964,32,3809,14.65
2019,Mansfield,6017,175,130,100,2,407,6.76
2019,Marlborough,2389,24,1,27,0,52,2.18
2019,Meriden,25892,1962,1249,1038,11,4260,16.45
2019,Middlebury,2892,77,4,26,20,127,4.39
2019,Middlefield,1863,30,3,19,1,53,2.84
2019,Middletown,21223,3019,1068,520,25,4632,21.83
2019,Milford,23074,726,227,199,74,1226,5.31
2019,Monroe,6918,32,2,54,8,96,1.39
2019,Montville,7407,81,54,259,0,394,5.32
2019,Morris,1314,20,4,7,0,31,2.36
2019,Naugatuck,13061,493,317,349,0,1159,8.87
2019,New Britain,31226,2913,1550,1151,117,5731,18.35
2019,New Canaan,7551,175,22,4,21,222,2.94
2019,New Fairfield,5593,0,4,63,17,84,1.5
2019,New Hartford,2923,12,7,54,15,88,3.01
2019,New Haven,54967,9407,6721,1009,478,17615,32.05
2019,New London,11840,1598,507,502,96,2703,22.83
2019,New Milford,11731,307,42,172,17,538,4.59
2019,Newington,13011,531,116,472,36,1155,8.88
2019,Newtown,10061,134,9,98,26,267,2.65
2019,Norfolk,967,21,2,4,0,27,2.79
2019,North Branford,5629,62,12,51,0,125,2.22
2019,North Canaan,1587,148,1,14,0,163,10.27
2019,North Haven,9491,343,57,93,23,516,5.44
2019,North Stonington,2306,0,0,29,6,35,1.52
2019,Norwalk,35415,2169,1425,427,636,4657,13.15
2019,Norwich,18659,2221,789,562,0,3572,19.14
2019,Old Lyme,5021,60,1,18,3,82,1.63
2019,Old Saybrook,5602,50,10,22,73,155,2.77
2019,Orange,5345,46,8,13,6,73,1.37
2019,Oxford,4746,36,4,32,0,72,1.52
2019,Plainfield,6229,377,173,228,0,778,12.49
2019,Plainville,8063,205,53,298,22,578,7.17
2019,Plymouth,5109,178,16,195,0,389,7.61
2019,Pomfret,1684,32,2,13,0,47,2.79
2019,Portland,4077,185,88,73,0,346,8.49
2019,Preston,2019,40,6,40,0,86,4.26
2019,Prospect,3474,0,7,52,0,59,1.7
2019,Putnam,4299,383,64,84,0,531,12.35
2019,Redding,3811,0,1,17,0,18,0.47
2019,Ridgefield,9420,175,6,34,69,284,3.01
2019,Rocky Hill,8843,235,45,195,0,475,5.37
2019,Roxbury,1167,19,0,5,0,24,2.06
2019,Salem,1635,0,2,30,0,32,1.96
2019,Salisbury,2593,24,2,2,14,42,1.62
2019,Scotland,680,0,1,25,0,26,3.82
2019,Seymour,6968,262,29,114,0,405,5.81
2019,Sharon,1775,32,1,2,0,35,1.97
2019,Shelton,16146,254,46,124,82,506,3.13
2019,Sherman,1831,0,1,7,0,8,0.44
2019,Simsbury,9123,289,50,93,0,432,4.74
2019,Somers,3479,146,7,33,0,186,5.35
2019,South Windsor,10243,443,52,228,9,732,7.15
2019,Southbury,9091,90,5,39,0,134,1.47
2019,Southington,17447,499,69,329,51,948,5.43
2019,Sprague,1248,20,13,29,1,63,5.05
2019,Stafford,5124,257,25,125,0,407,7.94
2019,Stamford,50573,4210,1913,434,1270,7827,15.48
2019,Sterling,1511,0,7,29,0,36,2.38
2019,Stonington,9467,441,24,96,0,561,5.93
2019,Stratford,21091,524,424,366,33,1347,6.39
2019,Suffield,5469,296,3,50,15,364,6.66
2019,Thomaston,3276,104,7,91,0,202,6.17
2019,Thompson,4171,151,14,51,0,216,5.18
2019,Tolland,5451,90,2,95,3,190,3.49
2019,Torrington,16761,908,406,538,17,1869,11.15
2019,Trumbull,13157,315,20,92,189,616,4.68
2019,Union,388,0,0,5,0,5,1.29
2019,Vernon,13896,1509,439,383,12,2343,16.86
2019,Voluntown,1127,20,1,27,0,48,4.26
2019,Wallingford,18945,354,123,309,35,821,4.33
2019,Warren,811,0,0,1,0,1,0.12
2019,Washington,2124,14,3,4,23,44,2.07
2019,Waterbury,47991,5344,3290,1787,21,10442,21.76
2019,Waterford,8634,123,35,257,0,415,4.81
2019,Watertown,9096,205,29,218,0,452,4.97
2019,West Hartford,26396,643,837,361,250,2091,7.92
2019,West Haven,22446,1024,1756,456,0,3236,14.42
2019,Westbrook,3937,140,5,28,29,202,5.13
2019,Weston,3674,0,2,6,0,8,0.22
2019,Westport,10399,265,59,3,50,377,3.63
2019,Wethersfield,11677,705,111,287,0,1103,9.45
2019,Willington,2637,160,4,35,0,199,7.55
2019,Wilton,6475,158,6,15,52,231,3.57
2019,Winchester,5613,349,168,90,0,607,10.81
2019,Windham,9570,1763,594,368,0,2725,28.47
2019,Windsor,11767,154,269,436,26,885,7.52
2019,Windsor Locks,5429,137,162,234,0,533,9.82
2019,Wolcott,6276,313,9,174,0,496,7.9
2019,Woodbridge,3478,30,8,5,0,43,1.24
2019,Woodbury,4564,60,3,29,0,92,2.02
2019,Woodstock,3582,24,0,33,0,57,1.59
2018,Andover,1317,18,2,25,0,45,3.42
2018,Ansonia,8148,347,747,134,9,1237,15.18
2018,Ashford,1903,32,0,32,0,64,3.36
2018,Avon,7389,244,13,34,0,291,3.94
2018,Barkhamsted,1589,0,6,16,0,22,1.38
2018,Beacon Falls,2509,0,3,40,0,43,1.71
2018,Berlin,8140,556,59,126,10,751,9.23
2018,Bethany,2044,0,2,9,1,12,0.59
2018,Bethel,7310,192,28,134,74,428,5.85
2018,Bethlehem,1575,24,0,8,0,32,2.03
2018,Bloomfield,9019,558,95,328,0,981,10.88
2018,Bolton,2015,0,1,25,0,26,1.29
2018,Bozrah,1059,0,4,28,0,32,3.02
2018,Branford,13972,233,63,152,0,448,3.21
2018,Bridgeport,57012,6434,4240,900,19,11593,20.33
2018,Bridgewater,881,0,0,1,0,1,0.11
2018,Bristol,27011,1766,815,1025,0,3606,13.35
2018,Brookfield,6562,155,24,96,77,352,5.36
2018,Brooklyn,3235,231,8,72,0,311,9.61
2018,Burlington,3389,27,0,37,0,64,1.89
2018,Canaan,779,35,4,5,1,45,5.78
2018,Canterbury,2043,76,1,56,0,133,6.51
2018,Canton,4339,211,14,47,32,304,7.01
2018,Chaplin,988,0,0,32,0,32,3.24
2018,Cheshire,10424,258,22,87,17,384,3.68
2018,Chester,1923,23,3,13,0,39,2.03
2018,Clinton,6065,105,12,52,0,169,2.79
2018,Colchester,6182,364,30,129,4,527,8.52
2018,Colebrook,722,0,1,5,1,7,0.97
2018,Columbia,2308,24,2,58,0,84,3.64
2018,Cornwall,1007,28,2,3,0,33,3.28
2018,Coventry,5099,103,4,120,20,247,4.84
2018,Cromwell,6001,212,9,185,0,406,6.77
2018,Danbury,31154,1590,943,544,296,3373,10.83
2018,Darien,7074,136,10,2,104,252,3.56
2018,Deep River,2096,26,5,29,0,60,2.86
2018,Derby,5849,275,302,96,0,673,11.51
2018,Durham,2694,36,1,17,0,54,2
2018,East Granby,2152,72,3,40,0,115,5.34
2018,East Haddam,4508,73,5,48,0,126,2.8
2018,East Hampton,5485,70,7,75,25,177,3.23
2018,East Hartford,21328,1574,776,989,0,3339,15.66
2018,East Haven,12533,542,154,302,0,998,7.96
2018,East Lyme,8458,396,0,82,19,497,5.88
2018,East Windsor,5045,559,40,102,14,715,14.17
2018,Eastford,793,0,0,15,0,15,1.89
2018,Easton,2715,0,0,1,15,16,0.59
2018,Ellington,6665,260,7,96,0,363,5.45
2018,Enfield,17558,1340,219,613,7,2179,12.41
2018,Essex,3261,58,5,16,16,95,2.91
2018,Fairfield,21648,230,105,52,140,527,2.43
2018,Farmington,11106,470,118,132,155,875,7.88
2018,Franklin,771,27,1,15,0,43,5.58
2018,Glastonbury,13656,582,38,117,2,739,5.41
2018,Goshen,1664,1,0,3,0,4,0.24
2018,Granby,4360,85,1,44,5,135,3.1
2018,Greenwich,25631,865,392,13,27,1297,5.06
2018,Griswold,5118,137,49,156,0,342,6.68
2018,Groton,17978,3587,94,358,10,4049,22.52
2018,Guilford,9596,186,11,32,0,229,2.39
2018,Haddam,3504,22,0,27,0,49,1.4
2018,Hamden,25114,937,699,486,4,2126,8.47
2018,Hampton,793,0,1,13,0,14,1.77
2018,Hartford,51822,10293,8267,1479,0,20039,38.67
2018,Hartland,856,2,0,4,0,6,0.7
2018,Harwinton,2282,22,4,25,0,51,2.23
2018,Hebron,3567,58,3,39,0,100,2.8
2018,Kent,1665,34,4,4,0,42,2.52
2018,Killingly,7592,520,112,202,0,834,10.99
2018,Killingworth,2598,0,0,20,5,25,0.96
2018,Lebanon,3125,26,4,75,0,105,3.36
2018,Ledyard,5987,32,9,206,0,247,4.13
2018,Lisbon,1730,2,0,48,0,50,2.89
2018,Litchfield,3975,140,4,24,19,187,4.7
2018,Lyme,1223,0,19,4,8,31,2.53
2018,Madison,8049,90,2,7,33,132,1.64
2018,Manchester,25996,1831,932,896,32,3691,14.2
2018,Mansfield,6017,175,128,99,2,404,6.71
2018,Marlborough,2389,24,1,26,0,51,2.13
2018,Meriden,25892,1887,1168,1011,11,4077,15.75
2018,Middlebury,2892,76,5,22,20,123,4.25
2018,Middlefield,1863,30,3,17,1,51,2.74
2018,Middletown,21223,3019,1163,484,25,4691,22.1
2018,Milford,23074,726,225,192,76,1219,5.28
2018,Monroe,6918,32,4,49,8,93,1.34
2018,Montville,7407,81,53,234,0,368,4.97
2018,Morris,1314,20,4,5,0,29,2.21
2018,Naugatuck,13061,493,292,328,0,1113,8.52
2018,New Britain,31226,2911,1477,1107,177,5672,18.16
2018,New Canaan,7551,215,21,3,21,260,3.44
2018,New Fairfield,5593,0,2,60,18,80,1.43
2018,New Hartford,2923,12,5,49,15,81,2.77
2018,New Haven,54967,9434,6600,1008,481,17523,31.88
2018,New London,11840,1592,483,486,99,2660,22.47
2018,New Milford,11731,307,35,150,17,509,4.34
2018,Newington,13011,530,115,435,36,1116,8.58
2018,Newtown,10061,134,8,88,18,248,2.46
2018,Norfolk,967,11,2,3,0,16,1.65
2018,North Branford,5629,62,14,45,4,125,2.22
2018,North Canaan,1587,138,1,13,0,152,9.58
2018,North Haven,9491,343,53,88,23,507,5.34
2018,North Stonington,2306,0,1,25,6,32,1.39
2018,Norwalk,35415,2215,1331,363,607,4516,12.75
2018,Norwich,18659,2221,745,528,0,3494,18.73
2018,Old Lyme,5021,60,2,16,3,81,1.61
2018,Old Saybrook,5602,50,11,19,58,138,2.46
2018,Orange,5345,46,9,12,6,73,1.37
2018,Oxford,4746,36,5,31,0,72,1.52
2018,Plainfield,6229,377,186,221,0,784,12.59
2018,Plainville,8063,205,32,277,22,536,6.65
2018,Plymouth,5109,178,16,170,0,364,7.12
2018,Pomfret,1684,32,2,13,0,47,2.79
2018,Portland,4077,185,85,68,0,338,8.29
2018,Preston,2019,40,6,39,0,85,4.21
2018,Prospect,3474,0,7,45,0,52,1.5
2018,Putnam,4299,383,62,84,0,529,12.31
2018,Redding,3811,0,1,13,0,14,0.37
2018,Ridgefield,9420,175,6,29,69,279,2.96
2018,Rocky Hill,8843,235,42,173,0,450,5.09
2018,Roxbury,1167,19,0,5,0,24,2.06
2018,Salem,1635,3,2,27,0,32,1.96
2018,Salisbury,2593,16,2,2,13,33,1.27
2018,Scotland,680,0,0,22,0,22,3.24
2018,Seymour,6968,262,34,105,0,401,5.75
2018,Sharon,1775,32,2,2,0,36,2.03
2018,Shelton,16146,254,47,120,82,503,3.12
2018,Sherman,1831,0,1,6,0,7,0.38
2018,Simsbury,9123,289,55,83,0,427,4.68
2018,Somers,3479,146,5,30,0,181,5.2
2018,South Windsor,10243,427,51,208,9,695,6.79
2018,Southbury,9091,89,6,34,0,129,1.42
2018,Southington,17447,499,71,317,51,938,5.38
2018,Sprague,1248,20,11,32,1,64,5.13
2018,Stafford,5124,257,8,119,0,384,7.49
2018,Stamford,50573,4112,1879,385,1272,7648,15.12
2018,Sterling,1511,0,6,29,0,35,2.32
2018,Stonington,9467,441,23,91,0,555,5.86
2018,Stratford,21091,524,453,333,33,1343,6.37
2018,Suffield,5469,248,2,48,15,313,5.72
2018,Thomaston,3276,104,7,80,0,191,5.83
2018,Thompson,4171,151,12,54,0,217,5.2
2018,Tolland,5451,90,3,81,3,177,3.25
2018,Torrington,16761,928,329,512,17,1786,10.66
2018,Trumbull,13157,315,19,78,180,592,4.5
2018,Union,388,0,0,5,0,5,1.29
2018,Vernon,13896,1508,401,372,12,2293,16.5
2018,Voluntown,1127,20,2,23,0,45,3.99
2018,Wallingford,18945,354,120,280,35,789,4.16
2018,Warren,811,0,0,0,0,0,0
2018,Washington,2124,14,3,4,23,44,2.07
2018,Waterbury,47991,5344,2916,1758,28,10046,20.93
2018,Waterford,8634,123,23,240,0,386,4.47
2018,Watertown,9096,205,24,196,0,425,4.67
2018,West Hartford,26396,587,788,332,261,1968,7.46
2018,West Haven,22446,1024,1499,442,0,2965,13.21
2018,Westbrook,3937,140,6,26,29,201,5.11
2018,Weston,3674,0,2,5,0,7,0.19
2018,Westport,10399,265,55,3,27,350,3.37
2018,Wethersfield,11677,705,108,264,0,1077,9.22
2018,Willington,2637,160,3,33,0,196,7.43
2018,Wilton,6475,158,5,14,82,259,4
2018,Winchester,5613,349,183,86,0,618,11.01
2018,Windham,9570,1763,610,360,0,2733,28.56
2018,Windsor,11767,154,218,408,26,806,6.85
2018,Windsor Locks,5429,137,138,214,0,489,9.01
2018,Wolcott,6276,313,8,153,0,474,7.55
2018,Woodbridge,3478,30,8,5,0,43,1.24
2018,Woodbury,4564,59,2,24,0,85,1.86
2018,Woodstock,3582,24,0,33,0,57,1.59
2017,Andover,1317,18,0,24,0,42,3.19
2017,Ansonia,8148,347,696,118,9,1170,14.36
2017,Ashford,1903,32,1,32,0,65,3.42
2017,Avon,7389,244,10,33,0,287,3.88
2017,Barkhamsted,1589,0,7,16,0,23,1.45
2017,Beacon Falls,2509,0,3,37,0,40,1.59
2017,Berlin,8140,556,53,110,10,729,8.96
2017,Bethany,2044,0,2,9,1,12,0.59
2017,Bethel,7310,152,26,117,69,364,4.98
2017,Bethlehem,1575,24,0,5,0,29,1.84
2017,Bloomfield,9019,558,88,315,0,961,10.66
2017,Bolton,2015,0,2,26,0,28,1.39
2017,Bozrah,1059,0,4,32,0,36,3.4
2017,Branford,13972,243,65,144,0,452,3.24
2017,Bridgeport,57012,6311,4259,891,19,11480,20.14
